Time, Tie_Power, L1, L2, L3, L4, Pess, P1, P2, P3, P4
5.25, -4497.42041015625, 1108.314453125, 1107.4547119140625, 1107.9676513671875, 1106.4593505859375, -0.6975386142730713, 0.16313502192497253, -0.02136951871216297, -0.5179405212402344, -2.5193421840667725
5.5, -4496.89892578125, 1108.3115234375, 1107.4598388671875, 1107.890869140625, 1106.454345703125, -0.4329003691673279, 0.1364441066980362, 0.2739880084991455, -1.183761477470398, -0.8095600605010986
5.75, -4497.69873046875, 1108.25537109375, 1107.419189453125, 1107.8834228515625, 1106.421142578125, -0.14785926043987274, -0.013583383522927761, 0.02262289449572563, -0.1735050529241562, 0.09198693931102753
6.0, -4497.94384765625, 1108.26611328125, 1107.4373779296875, 1107.873291015625, 1106.4271240234375, -0.3677118718624115, -0.05878382921218872, 0.20774579048156738, 0.34050366282463074, 0.313121497631073
6.25, -4496.26025390625, 1108.31591796875, 1107.431884765625, 1107.851806640625, 1106.449951171875, -0.39240068197250366, 0.22535285353660583, 0.2514665722846985, -0.1690022200345993, -0.004383496008813381
6.5, -4497.298828125, 1108.280029296875, 1107.42919921875, 1107.88427734375, 1106.41845703125, -0.043386492878198624, 0.1935453563928604, 0.29966339468955994, -0.5969977378845215, -0.779865562915802
6.75, -4497.5478515625, 1108.2823486328125, 1107.430419921875, 1107.8475341796875, 1106.4444580078125, -0.1983586698770523, -0.10432711243629456, -0.25228291749954224, -0.6600624918937683, -1.8313874006271362
7.0, -4495.83935546875, 1108.286865234375, 1107.427978515625, 1107.872314453125, 1106.443359375, -1.071049690246582, 0.11603271216154099, -0.09997842460870743, -0.2145647406578064, -0.5012661814689636
7.25, -4498.40380859375, 1108.274658203125, 1107.438232421875, 1107.8680419921875, 1106.431884765625, -0.9358331561088562, -0.2888796925544739, -0.24538083374500275, 0.2515891194343567, 0.8514556288719177
7.5, -4501.14501953125, 1108.2890625, 1107.4600830078125, 1107.928955078125, 1106.46533203125, -1.4697701930999756, -0.47441476583480835, 0.007351615931838751, -0.7727059125900269, -2.7953341007232666
7.75, -4496.8408203125, 1108.2813720703125, 1107.415283203125, 1107.8759765625, 1106.4306640625, -0.7575412392616272, 0.20447978377342224, 0.3456830382347107, -0.6067559123039246, -0.7657593488693237
8.0, -4497.154296875, 1108.31103515625, 1107.4481201171875, 1107.93408203125, 1106.43994140625, -1.061181664466858, -0.04313674941658974, 0.2973027229309082, -1.042402744293213, -0.4234203100204468
8.25, -4498.947265625, 1108.2833251953125, 1107.4810791015625, 1107.929931640625, 1106.4322509765625, -1.1839228868484497, -0.6214197874069214, -0.2710095942020416, -0.3067653477191925, -0.7355321049690247
8.5, -4497.57177734375, 1108.2696533203125, 1107.443359375, 1107.9005126953125, 1106.4140625, -1.084839940071106, -0.4137149155139923, -0.2512136399745941, -0.3398415744304657, -0.8075971603393555
8.75, -4495.880859375, 1108.2493896484375, 1107.43212890625, 1107.89794921875, 1106.432373046875, -0.6609026193618774, 0.35209691524505615, 0.2998158633708954, 0.3969542384147644, -0.5452956557273865
9.0, -4496.185546875, 1108.2855224609375, 1107.4425048828125, 1107.8980712890625, 1106.4398193359375, -0.8899561762809753, 0.1450107842683792, 0.23957784473896027, 0.02251741848886013, 0.33728358149528503
9.25, -4498.85986328125, 1108.3031005859375, 1107.4317626953125, 1107.9075927734375, 1106.43310546875, -0.7788726687431335, 0.07875991612672806, -0.025715278461575508, -0.5515111088752747, 0.015077891759574413
9.5, -4498.62939453125, 1108.2772216796875, 1107.402099609375, 1107.9176025390625, 1106.4278564453125, -0.3834877610206604, 0.24832195043563843, 0.40331754088401794, -0.0679241418838501, -0.34418895840644836
9.75, -4498.57568359375, 1108.2967529296875, 1107.468505859375, 1107.9053955078125, 1106.443115234375, -0.9553654193878174, 0.13355128467082977, -0.33180949091911316, -1.0379388332366943, -1.6258333921432495
10.0, -4497.4873046875, 1108.2930908203125, 1107.451171875, 1107.88818359375, 1106.427490234375, -1.062831163406372, -0.20728027820587158, 0.30447492003440857, -0.16121557354927063, -1.43722403049469
10.25, -4498.31689453125, 1108.2713623046875, 1107.3990478515625, 1107.864501953125, 1106.409423828125, -0.9248834848403931, 0.007594705559313297, -0.10298246145248413, -0.0890754759311676, 0.3378531336784363
10.5, -4500.26416015625, 1108.279541015625, 1107.4049072265625, 1107.832763671875, 1106.467041015625, -1.6503074169158936, -0.27087417244911194, -0.4835154414176941, -0.4129045903682709, -0.25800901651382446
10.75, -4496.62646484375, 1108.30029296875, 1107.470947265625, 1107.89501953125, 1106.4278564453125, -0.9518514275550842, 0.30009254813194275, -0.06979598104953766, -0.3057332932949066, -0.11701371520757675
11.0, -4497.72802734375, 1108.275390625, 1107.419921875, 1107.908203125, 1106.4232177734375, -0.4857484996318817, 0.30289778113365173, 0.0015391885535791516, -0.23905326426029205, -0.8280763626098633
11.25, -4498.3876953125, 1108.2852783203125, 1107.4505615234375, 1107.8721923828125, 1106.4290771484375, -0.9382092356681824, -0.18903124332427979, -0.5101370215415955, -0.5839910507202148, -0.42278024554252625
11.5, -4497.02587890625, 1108.29833984375, 1107.4739990234375, 1107.953857421875, 1106.44140625, -0.25467419624328613, -0.22071871161460876, 0.47579121589660645, -0.1482514590024948, -0.1548851728439331
11.75, -4500.98291015625, 1108.2586669921875, 1107.4306640625, 1107.90283203125, 1106.446044921875, 0.08513451367616653, -0.2673090696334839, -0.3653731346130371, -0.5649176836013794, -0.9582901000976562
12.0, -4498.63818359375, 1108.2562255859375, 1107.46240234375, 1107.9288330078125, 1106.450927734375, -0.4787958562374115, -0.35235992074012756, -0.27444925904273987, -0.09762763977050781, -0.20970705151557922
12.25, -4495.53369140625, 1108.278564453125, 1107.45361328125, 1107.9307861328125, 1106.43115234375, 0.04572309926152229, 0.22412709891796112, 0.1483195722103119, -0.2512150704860687, 0.33170363306999207
12.5, -4497.46337890625, 1108.2666015625, 1107.4359130859375, 1107.905029296875, 1106.4429931640625, -0.060198161751031876, 0.2263071984052658, 0.321117103099823, -0.14681343734264374, -0.32568514347076416
12.75, -4338.23974609375, 1108.740234375, 1107.833984375, 1108.232177734375, 1106.419921875, -0.5037054419517517, 40.99775314331055, 39.226959228515625, 40.565189361572266, 43.41220474243164
13.0, -1017.16357421875, 1108.1763916015625, 1107.4595947265625, 1107.796875, 1105.8304443359375, -0.4123692810535431, 879.5716552734375, 869.9076538085938, 880.3853759765625, 890.1104125976562
